track_id,title,song_id,release,artist_id,artist_name,year,duration,artist_hotttnesss,artist_familiarity,latitude,longitude,name,city
TREGTHP128F4286994,The Breaks,SORKAVQ12A8C137E9C,Worried Well,ARRGWDC1187FB3E63B,31Knots,2008,212.45342,0.399319439199,0.619990609793,45.51179,-122.67563,31Knots,"Portland, OR"
TROPANU128F149670B,The Operator,SOSAKSI12A6D4FA3FC,The North Pole By Submarine,ARQG7SN1187B9995BE,Bleep,1989,372.21832,0.33361071178,0.43773534711,51.50632,-0.12714,Bleep,UK - England - London
TRXWFQH128F42A24CE,Con Il Nastro Rosa,SOFHSUY12A8C13E186,Le Avventure Di Lucio Battisti E Mogol,AR0OZGN1187B99BC1C,Lucio Battisti,1980,250.22649,0.511662106594,0.635622352772,42.50172,12.88512,Lucio Battisti,"Poggio Bustone, Rieti, Italy"
TRIPLUO128F426B260,Working Girl,SOESGMB12A8C13728D,Amor_ Humor,AR2G8XO1187B9952A1,Nacho Cano,1999,183.71873,0.401366151499,0.471761158279,NA,NA,NA,NA
TRKVGZF128F42B15B7,Weightlessness,SOLFQWP12A8C13E2D3,Waiting For Clearance,ARJPCKV1187FB4BEEE,The Freelance Hellraiser,2006,241.55383,0,0.539286174663,NA,NA,NA,NA
TRLGENP128F428DCC4,That I Would Be Good,SOBCDKP12A8C13AA68,Start,ARMPIH61187FB44227,Sun Yan-Zi,2002,260.28363,0.378413813554,0.475027800815,NA,NA,NA,NA
TRBJHDW128F427A8E0,SOS,SOBFXYG12A8C13BDB2,Moore Makes 4,ARUQNXV1187B98AE47,Ray Brown Trio / Ralph Moore,1991,284.94322,0.214809934176,0.402588162896,40.43831,-79.99745,Ray Brown Trio,"Pittsburgh, PA"
TRLADFP12903CA5021,You Can't Beat The House,SOKENGW12AB018B341,Get Lucky,ARE9R6I1187B98EA09,Mark Knopfler,2009,205.58322,0.524019557955,0.698248230742,NA,NA,NA,NA
TRYUJVZ128F4267B84,At The End,SOGHRNS12A8C136B22,Poetica,ARYMQI31187B99F4D3,iio,2002,219.0624,0.413374789379,0.682833149668,40.71455,-74.00712,iio,"New York, NY"
TRISPJH128F932303D,The Hunting Song,SOBHWKH12AB01819B0,The Old Dope Peddler,ARJMYTZ1187FB54669,Tom Lehrer,1953,73.09016,0.392368757532,0.61323987632,37.77916,-122.42005,Tom Lehrer,"New York, NY"
TRQEHMO128F4231BF5,Mob Job (LP Version),SOUBOOW12A81357316,Spy Vs. Spy: The Music Of Ornette Coleman,AR65I1B1187FB4664E,John Zorn,1989,266.39628,0.448493252403,0.671461631403,40.71455,-74.00712,John Zorn,"New York, NY"
TRIHDAK128F92D9254,Opus 77,SOFLYJA12A8C13EB8A,That Which Remains,ARXN7S71187B9941BE,Coph Nia,2000,582.29506,0.354934743221,0.562466849893,NA,NA,NA,NA
TRDKJPD128EF358EA4,Shuffle The Deck,SOASDMR12A6D4F6451,Friendship Forever,AR5XI1O1187FB4A139,Retard-O-Bot,2005,150.62159,0.367082361526,0.608251361484,NA,NA,NA,NA
TRUYBEH128F424D981,Nothing's the Same,SOFGTDD12A8C137B2A,Numbered Days,ARO3MIG1187B9AA234,The Meeting Places,2006,176.5873,0.375174612145,0.553180804341,34.05349,-118.24532,The Meeting Places,"Los Angeles, CA"
TRDXPYA128F427A84C,Bohemian Ballet,SOWGHQX12A8C137CD5,Boheme,AR3Q86S1187B9ADDCF,Deep Forest,1995,314.8273,0.455537721976,0.695421644696,37.27188,-119.27023,Ben Harper,California
TREGVOT128F92F15C8,Don't Let Me In,SOOKQDK12AF729E6F9,Stone Piano,ARQT9SA1187B9AD3C7,Steely Dan,1987,250.122,0.49426926379,0.659552079428,NA,NA,NA,NA
TRCMPSV128F92E3476,Do You Mean To Imply,SOTQCCM12AF72A9049,BY DESIGN,ARNO8TU1187B9AFE37,Billy Cobham,1999,592.8224,0.453524272095,0.583811419843,8.4177,-80.11278,Billy Cobham,Panama
TRLEZZK128F92FBF57,Pollen And Salt,SOFWLPD12AB017A39B,On The Strength Of All Convinced,ARHRNT11187FB5BEE7,Daphne Loves Derby,2005,268.5122,0.477560217912,0.730275189801,47.38028,-122.23742,Daphne Loves Derby,"KENT, WASHINGTON"
TRHVEMG128F92F91D9,Groucho,SOEEIGK12AB017D899,The Exotic Delight Bay,AREAZSA12086C12524,Azaxx,2009,331.33669,0.390418636373,0.449391430453,NA,NA,NA,NA
TRRAVQG12903CE5E57,Holdin' On,SOHFNSY12AC3DF571C,Holdin' On,ARGGYXW125FEF32526,Justin Faust,2010,451.39546,0.412516979829,0.470776789847,NA,NA,NA,NA
TRXHKAU128F428B3AA,I Guess I'm Healed,SOYBNHX12A8C13BCEB,Black City,ARJT58W1187B98D43B,Division of Laura Lee,2002,238.8371,0.429936798892,0.586996696476,NA,NA,NA,NA
TRFJOLM128F92F8B8B,Forgotten Dead,SOLNXBQ12AB018186C,Waking Into Nightmares,AR3DDK21187FB5C401,Warbringer,2009,245.57669,0.504973560021,0.677384328062,NA,NA,NA,NA
TRWFZYV12903CE23F8,T.H.E.P.E.S.T.,SOGMJTQ12AC4686098,Captain Capa - Tonight is the Constant,ARNSZLO12086C12D0A,Captain Capa,2009,263.28771,0.365455118825,0,NA,NA,NA,NA
TRTNMMW12903CD608E,Surrounded,SOOEQTG12AB018D8A0,Picture Perfect,ARWFLT91187FB3CE5D,SOiL,2009,216.08444,0.496738002574,0.733183277143,41.88415,-87.63241,"SOIL & ""PIMP"" SESSIONS",Chicago
TRNFIZN128F146BCAE,Tai Bei Si Tian San Yw,SOOSFLD12A6D4F778F,With A Boy Like You,ARNNC731187FB55D14,Kary Ng,2006,209.21424,0.352563985297,0.372221926549,NA,NA,NA,NA
TRBCFEX128F4277CB9,Grounded,SOXSKGC12A8C13A174,The Undecided,AR097D41187B9AEE20,The Undecided,1999,92.65587,0.259765849179,0.46040252931,NA,NA,NA,NA
TRCCDPI128F930E60D,10 minutos,SOUMMMR12AB017A590,Surf,ARXX3NS1187B9BA2BA,Kid Abelha,2001,266.762,0.421901529338,0.592302772356,NA,NA,NA,NA
TRXRSUD12903CEB6D1,Headless,SOXKLBB12AC3DF8223,Walk The Psycho[path],ARMGAWB1187FB46ECF,Run Level Zero,2003,276.68853,0.35803859834,0.534362090579,62.19845,17.55142,Run Level Zero,SWEDEN
TRCFVSR128F42A57D7,Na Laethe Bhí,SOJSPQC12A5891FFCD,3 Originals,ARPXDY61187B9AD0A8,Clannad,1993,319.50322,0.455769040429,0.684627553919,53.41961,-8.24055,Clannad,Ireland
TRERJLF12903CA196B,Ulkona,SOUCYXT12AB0184F5D,Kaikki Nuoret Tyypit - 18 Suosikkia,ARYOKIG1187B9A4EEE,Tehosekoitin,1994,283.55873,0.47547590622,0.518464829321,NA,NA,NA,NA
TRNRXCM128F932A4B7,Tanque,SOFYVFW12AB01835BF,O Monstro Precisa De Amigos,ARKB5MD1187B98DBB2,Ornatos Violeta,1999,244.89751,0.38387974442,0.560123636977,NA,NA,NA,NA
TRRIDRV128F422B01C,Haiku (Album Version),SOTJQDH12A8AE46D45,Marvin's Marvelous Mechanical Museum,ARN3WJ01187FB4086C,Tally Hall,2005,182.80444,0.43387056354,0.661586310134,42.32807,-83.7336,Tally Hall,"Ann Arbor, MI"
TRMCXGI128F428B9A5,She Called Me Kansas,SOXYUVC12A8C137D21,Living Out Loud,ARKIIH21187B9929FF,Aaron Lines,2003,219.402,0.374170189039,0.542776175102,NA,NA,NA,NA
TROEQUA128F4281C33,Bedlam Boys,SOGJWYZ12A8C139AC3,Four On The Floor,AR5J8MX1187FB55C0A,Old Blind Dogs,2007,304.09098,0.399690137546,0.563093283718,57.15382,-2.10679,Old Blind Dogs,"Aberdeen, Scotland"
TRCXHNL12903CBF4F1,We Traveled So Far,SOMAEGF12AB0187DEC,The Age Of Miracles,ARO7FVB1187B9A53D8,Mary Chapin Carpenter,2010,267.93751,0.492031682694,0.615536129167,40.36033,-74.66429,Mary Chapin Carpenter,"Princeton, NJ"
TRCEVBU12903CF124B,Mid-death Crisis,SOMOZHX12A67ADA77F,Carved From Empty Words,ARK6KTA1187B9AF522,Stampin´ Ground,2000,223.55546,0.323434390413,0.536644768408,NA,NA,NA,NA
TROWYEJ128F92C96D6,Pain Language,SOYBJEN12A8C14516A,Pain Language / 9mm,ARGVYYD11C8A416342,DJ Muggs & Planet Asia,2008,196.46649,0.385337172564,0.115591969918,NA,NA,NA,NA
TRCDMNF128F931B292,All For Someone,SOGPCJT12AB0183784,The Complete Motown Singles_ Volume 5: 1965,AR0HQWM1187B98F453,The Monitors,2006,137.03791,0.329592033828,0.510927846964,42.33168,-83.04792,The Monitors,"Detroit, MI"
TRIRQFZ128F423435C,Non-Original Talent,SOSWENN12A8AE46F25,Quantum Fucking (A Fictitious Real Life Account Of Young Love In The Streets),ARB1Q5Q1187B9ABCBD,Fatal Flying Guilloteens,2007,120.63302,0.365462781879,0.569834166207,NA,NA,NA,NA
TRXLURZ128F92E3983,The New World,SOGJEBU12AAF3B2621,The New World,ARXOYVC1187FB3993B,Markus Schulz,2008,164.85832,0.551011741532,0.686253750088,53.38311,-1.46454,Richard H Kirk,"Sheffield, Yorkshire, England"
TRBPGZF128F9320B8D,All That You Paid For,SOCYDJU12A8C13C67C,Because The World Has Failed Us Both,AR3SVQX1187FB3ABD8,Falling Sickness,1998,182.85669,0.34413271126,0.482706817862,NA,NA,NA,NA
TRYXQPI128E078AC46,Media hora mas,SOFKCTT12A6701C1B2,Dinero,ARY5U6T1187FB5AE47,Los Piratas,2003,124.73424,0.467108625712,0.577213230275,NA,NA,NA,NA
TRMUVYC128F4255F5B,Proud of You,SOXXLLZ12A8C137908,Division,ARBRIE41187FB4D1BE,10 Years,2008,351.58159,0.504098694987,0.828446873523,30.9742,-91.52382,10 Years,"310, Louisiana"
TRBASEK128F9338E0F,Tracy,SOFACAE12AB01865E9,Coming Home,AR813LR1187FB3F83A,Goldfish,2004,172.61669,0.442285782391,0.589174875878,NA,NA,NA,NA
TRWKPYD128F931106C,Just Look What You've Done,SORYYHC12AB017EAE8,Greatest Hits & Rare Classics,AR7AG4Q1187B98E1E1,Brenda Holloway,1967,176.37832,0.418428681407,0.564691648533,35.48869,-120.66906,Brenda Holloway,"Atascadero, CA"
TRUMDYF128EF35F95E,The World Of Milk And Blood,SOMMWNZ12A58A7B90F,Magnitude [The Sire Years],AR25P2W1187FB5B7F4,The Wild Swans,2008,204.32934,0.340299989483,0.510362295392,NA,NA,NA,NA
TRKJXYZ128F42A9A97,Super Nature,SODGBJO12A8C13FF52,Euphonic 10 Years,AREPVT01187B9B43B4,Stoneface & Terminal,2006,464.61342,0.419617735198,0.525691106984,-35.30654,149.12656,Stoneface & Terminal,Canberra Australian Capital Territory Australia
TRYNUPP128F42371FF,A Town Called Angelica,SOZWUPN12A8AE465BC,Funfairs & Heartbreak,ARL5BGB1187B9A1EC4,Special Needs,2006,219.29751,0.256252266602,0.491755606288,NA,NA,NA,NA
TRJLXGX128F14ACD36,Call The Police,SOEOTRQ12A6D4FB15F,Halloween: 20th Anniversary,ARAV5DQ1187B9B7629,John Carpenter,1998,25.91302,0.368709417728,0.693038184732,NA,NA,NA,NA
TRBPUMO12903CD4FF6,Dance Me,SOLAEET12AB0189FE3,If Life Gives You Lemons_ Make Lemonade,ARQ2NS61187FB4DFD2,Riva Starr,2010,321.09669,0.460362767504,0.650882649595,NA,NA,NA,NA
TRNCQSF128F931B796,When The Sun Comes Down (Album Version),SOLKBFJ12AB01860BC,Freedom In The Groove,ARN380K1187FB3791C,Joshua Redman,1996,435.06893,0.464182113318,0.623756570256,37.8695,-122.2705,Joshua Redman,"Berkeley, CA"
TRKWDLA128F4246B6B,Crime In Harlem,SONQFWK12A58A79AAC,The Best Of The Speeches,ARL0G0U1187FB56BE5,Malcolm X,2006,221.67465,0.309345920392,0.499202714106,41.26069,-95.93995,Malcolm X,"Omaha, NE"
TRMLLUV128F14765AD,The Dugout (Album Version),SOGRNTN12A6D4F8B95,Ladyhawk,ARBH7WZ1187B999245,Ladyhawk,2006,321.74975,0.439905512013,0.647124510875,NA,NA,NA,NA
TRPBIEC128F4256265,Man To Man,SONSOBW12A58A76C5F,Best Of The Early Singles,ARAZCWP129462A97F1,Bob Marley & The Wailers,2005,214.90893,0.570106511951,0.778835827402,NA,NA,NA,NA
TRKYQBH128F92F94FF,Silver (Shiloh's Futureprog Rmx),SORBIJZ12A58A7ECD0,Circuit Breaker: Rewired,AR963PF1187B99B81D,Tripswitch,2007,527.80363,0.420401759907,0.561651625994,NA,NA,NA,NA
TRYRTUO12903CBA2CD,Mona Lisa,SOUWPJK12CF5F891FC,Sex Therapy: The Experience,AROETUE1187FB4A677,Robin Thicke,2009,213.99465,0.570753421575,0.771317870943,NA,NA,NA,NA
TRVJXFY128F146FFCE,Wenn Ich Betrunken Bin,SOIMOCV12A6D4F5087,! Ich Kann,ART1A321187B99C0EA,Reinhard Mey,2000,482.82077,0.399822963492,0.577145162617,52.51607,13.37698,Reinhard Mey,"Berlin, Germany"
TRKLZJJ128F92F89F2,Slush,SOHXQWR12AF72AB9CD,One Life Stand,ARWA8AH1187FB3FC84,Hot Chip,2010,386.71628,0.53576315772,0.852638932219,51.50632,-0.12714,Hot Chip,London
TRXVUPS128EF34C171,Babycom (Single Version),SOCVNQJ12A6BD55BFC,The People Are Trying To Sleep,AR2Z6PL1187FB43B79,Kelpe,2003,293.95546,0.463568346546,0.344799646382,51.16418,10.45415,Kelpe,GERMANY
TRPRKPR128F931FFC9,Quadrophonia,SOZSBYM12AB01812FF,Quadrophonia,ARSEQMY1187B99562C,Klubbdriver,2006,374.90893,0.328608337735,0.414338564906,NA,NA,NA,NA
TRJUALL128F92EBA0E,Farmers Earn Livings,SOWTYSU12A8C14259F,Outside Looking Out,ARGIMFI1241B9CC975,Col. Bruce Hampton and the Late Bronze Age,2002,284.99546,0,0.0256358745758,NA,NA,NA,NA
TRUMQAP128F932CD57,Gigolo Amerikana,SOILBGR12AB01830E9,FUCC THE I.N.S.,AROZBR41187B99F711,Kultur Shock,2001,240.90077,0.399490356256,0.555351439255,NA,NA,NA,NA
TRKEXDB128E07996F1,Youth,SOHZYKB12A67ADCF66,Ampop EP,AR0WYDB1187B9968E0,Ampop,2005,262.97424,0.412434439355,0.534996659721,NA,NA,NA,NA
TRRBNPB128F1478F6C,You Won'T Bring People Down In My Town,SOKVNHO12A6D4F923D,Personality - One Was A Spider One Was A Bird,ARI84T71187B9ACA53,The Sleepy Jackson,2006,198.03383,0.438696605703,0.639371627473,NA,NA,NA,NA
TRZGOCD128E0793FF6,If You Asked Me To,SOBJWTW12A6D4F97D0,Licence To Kill,ARIQTWA1187FB3DDFC,Patti LaBelle,1989,238.10567,0.51880344197,0.656626688662,NA,NA,NA,NA
TRXHENN128F92F8B1E,I Know Who I Am,SOFQXAV12A58920589,Speaking Louder Than Before,ARXTG3Q1187FB598E9,Jeremy Camp,2008,216.81587,0.591777020688,0.747312690628,36.16778,-86.77836,Jeremy Camp and Adie Camp,"Lafayette, IN"
TRGIXPV12903CB6A01,The Underground Train,SOBKPVD12AB0183761,LO-FI Calypso (Digitally Remastered),ARK1C8Z1187B9ABAAB,Lord Kitchener,2002,175.3073,0.337896104457,0.502914605816,10.63239,-61.41389,Lord Kitchener,"Arima, St. George, Trinidad"
TRMYFPU128F42891F1,Isolada,SOPLQPW12A8C1367EF,Voz D' Amor,ARVK3EQ1187FB458B6,Cesaria Evora,2003,327.07873,0.418828892745,0.676808107467,37.77916,-122.42005,Césaria Evora,California - SF
TRBHAOB128F92F2D21,Helen of Troy,SOLEOEQ12A8C1387CB,Glorious,ARV9RX01187B993314,Eddie Izzard,1997,28.89098,0.553681165461,0.633190251157,12.80095,45.03352,Eddie Izzard,"Aden, Yemen"
TRDOFVA128F14A13D9,Beneath,SOQNNFY12A6D4FAF33,Destroy Erase Improve,ARFSVL51187B9B00F2,Meshuggah,1995,338.1024,0.527209380872,0.843593743487,63.82525,20.26078,Meshuggah,"Umeå, Sweden"
TRFNFNE128F92DBEC4,Zeichen von Zauberkraft,SOTLUXC12AAFF41B1A,Re-Release: Hiltia & Wigand,ARU8OXX1187FB3C428,Adorned Brood,1998,633.10322,0.398905885161,0.502097139875,NA,NA,NA,NA
TRDGFXO128F4286722,Sick File,SOXKRFS12AF72A4AC7,Icky Mettle,ARYN2HS1187FB4CD67,Archers Of Loaf,1993,103.10485,0.456057111293,0.609008140768,35.91463,-79.05661,Archers Of Loaf,"Chapel Hill, NC"
TRTMBEF128F93290F9,Raveo,SOKRXTI12AB018114C,The Plot,ARP72BU1187B99CD9A,Who Made Who,2009,227.76118,0.463608077127,0.621486700425,NA,NA,NA,NA
TRDVPXJ128F93093FB,Fast Life,SOWOOKO12AB01801B3,Smash,AR9KRFN1187B9B6625,Jackson And His Computer Band,2005,308.32281,0.38549335136,0.533213899603,NA,NA,NA,NA
TRYYPAZ128F4272C4F,Rio,SOJSIVF12A8C13A94F,25 Jaar Na Mississippi,AR3TR4H1187FB5C344,Pussycat,1993,257.69751,0.388987661417,0.854488344781,52.1082,5.32986,Pussycat,NL
TRFCXPB12903CC46A3,Riders In The Sky (Album Version),SOKWPTD12AB018923B,Cowboy Songs III,ARYN6H41187B98AA0F,Michael Martin Murphey,1993,208.74404,0.381959442168,0.531006983143,32.77815,-96.7954,Michael Martin Murphey,"Dallas, TX"
TRYMLFB128F93308AC,Fleeing The Scene,SODFKUZ12AB017E7FE,Succubus,ARNCVXP1187FB54C24,The Mount Fuji Doomjazz Corporation,2009,318.85016,0.393860933517,0.448088589596,NA,NA,NA,NA
TROIIVX128F145AA12,The Capture Of The Beast,SORSVWG12A6D4F67B8,6 6 6,ARW5SOD1187FB4D40F,Aphrodite's Child,1972,137.03791,0.478761015775,0.560673545833,31.19224,29.88987,Aphrodite's Child,"Alexandria, Egypt"
TRFLWPM128EF367193,Who Built This Station In The Midwest,SOSAFZO12A6D4F648A,Friendloverplane,ARTX9HU1187B99207A,The Blue Aeroplanes,1988,144.53506,0.368702892979,0.519750319958,51.45366,-2.59143,The Blue Aeroplanes,"Bristol, England"
TROSSSY128F145FCA5,Love The One You're With,SOWWHMO12A6D4F7957,The '70s Anthology,ARI46PY1187FB47BDB,The Supremes / Four Tops,1972,227.39546,0.358080993437,0.681189462119,43.02809,-83.32278,The Supremes / Four Tops,"Columbus, OH"
TRZXKGE128F425E42E,Momentum: Beatmart Remix,SOHGZPZ12A8C136F50,Re:Mix Momentum,ARD66TF1187B9A1670,tobyMac,2003,235.36281,0.586583175722,0.845045147312,NA,NA,NA,NA
TRMEKAO12903CE6BA2,What Comes Around,SOGAMYI12AC39266A8,All Boro Kings,AR7FN7T1187FB3DF8A,Dog Eat Dog,1994,202.50077,0.445363473408,0.667128375471,40.94757,-74.08317,Dog Eat Dog,"Bergen County, New Jersey, USA"
TRKOYIB12903CAC662,Still...You Turn Me On,SOPGUXP12AB0183F1C,Live At The Royal Albert Hall,ARMR7HO1187FB462CB,Emerson_ Lake & Palmer,2008,193.802,0.447247962709,0.700441995467,52.88356,-1.97406,Emerson_ Lake & Palmer,Inglaterra
TRLLRVV128F92ED59E,You Have Been So Good,SOUIJQV12AB017D9C1,A Greater Song,AR7X4QB1187B9B7B11,Paul Baloche,2006,240.56118,0.493656500366,0.628796477433,NA,NA,NA,NA
TRYAFCF12903CB11D9,Circular Thoughts,SOYSUJQ12AB018B4AA,Scarlet's Remains,ARLGWFM1187FB4AC9F,Scarlet's Remains,2005,224.60036,0.393121933571,0.527865076159,34.05349,-118.24532,Scarlet's Remains,California - LA
TRHWMHC12903CFD57C,Gold in the Hills,SOSACGC12AC960D9DC,Hoop + Wire,ARODHLU1187FB4645B,Boy Eats Drum Machine,2010,246.59546,0.439467566832,0.538781497977,45.51179,-122.67563,Boy Eats Drum Machine,"Portland, Oregon"
TRUQQOR128F92E2D76,King Of Trees,SOOGITD12A8C141F03,MAJIKAT,ARVHQNN1187B9B9FA3,Cat Stevens,1974,208.01261,0.472205894545,0.828334155119,NA,NA,NA,NA
TRCGLFA128F428AC82,Anyway You Look At It,SOPLYUO12A58A7C3A5,Sunshine!,ARCB9IH1187FB52D15,The Emotions,1977,231.3922,0.411904524979,0.638475883027,NA,NA,NA,NA
TRYHZHQ128F932A732,Dying In the Worst Way,SOCZVUZ12AB017FABB,Blood Spills Not Far From the Wound,ARK2AQ81187B9AA648,Necessary Response,2007,281.3122,0.342202621268,0.54908413424,NA,NA,NA,NA
TRZSQDS128F4231FB7,Mama Rosin,SOAOGTA12A8AE4813A,French Blues,AR0H2L21187FB3B2C3,Nathan Abshire,1993,169.42975,0.313143740214,0.400164110554,34.05349,-118.24532,Nathan Abshire,"Gueyden, LA"
TREUKZS128F4230687,Together In Electric Dreams,SOXPXRQ12A81C223E2,Together In Electric Dreams,AROZXRY1187FB397CB,Lali Puna,2000,271.20281,0.49954771683,0.64733362274,48.13641,11.57752,Lali Puna,"Munich, Germany"
TROWPWT128F9332651,Weeping Willow Rag,SOGFANE12AB01811F4,The Greatest Ragtime Of The Century,ARRTPN61187B9A3812,Scott Joplin,1987,201.87383,0.407118940692,0.589896093869,33.55943,-97.84835,Scott Joplin,"Bowie City, TX"
TRVESCS128F146506D,Only For Love,SONQAVO12A6D4F7CF3,The Very Best Of Kajagoogoo And Limahl,ARAOHSR1187B99CEE3,Limahl,1983,234.37016,0.376905181159,0.637484355566,NA,NA,NA,NA
